Type,Address
IPv4,141.8.128.0/18
IPv4,178.154.128.0/18
IPv4,185.32.187.0/24
IPv4,213.180.192.0/19
IPv4,37.140.128.0/18
IPv4,37.9.64.0/18
IPv4,5.255.192.0/18
IPv4,5.45.192.0/18
IPv4,77.88.0.0/18
IPv4,84.252.160.0/19
IPv4,87.250.224.0/19
IPv4,90.156.176.0/20
IPv4,92.255.112.0/20
IPv4,93.158.128.0/18
IPv4,95.108.128.0/17
IPv6,2a02:6b8::/29
