Type,Address
IPv4,147.75.24.0/22
IPv4,159.135.128.0/19
IPv4,159.135.160.0/19
IPv4,185.16.216.0/22
IPv4,185.205.104.0/22
IPv4,72.21.36.0/22
IPv6,2a0b:440:860::/43
IPv6,2a0b:440::/32
